Immobilienart,Region,Zeitabschnitt,"Index final(Basis: 2010_1 = 100)"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2014_2,"135,34"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2014_3,"134,79"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2014_4,"136,83"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2015_1,"141,91"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2015_2,"143,67"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2015_3,"144,82"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2015_4,"146,69"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2016_1,"147,07"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2016_2,"151,93"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2016_3,"159,23"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2016_4,"164,62"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2017_1,165
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2017_2,"163,12"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2017_3,"163,09"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2017_4,"161,5"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2018_1,"154,74"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2018_2,"153,53"
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2018_3,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2018_4,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2019_1,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2019_2,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2019_3,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2019_4,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2020_1,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2020_2,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2020_3,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2020_4,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2021_1,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2021_2,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2021_3,
gebrauchte Eigentumswohnungen,Stadt Oldenburg,2021_4,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2000_1,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2000_2,"120,25"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2000_3,"117,84"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2000_4,"114,76"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2001_1,"115,31"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2001_2,"117,96"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2001_3,"120,6"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2001_4,"125,69"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2002_1,"127,74"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2002_2,"128,39"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2002_3,"129,1"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2002_4,"126,59"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2003_1,"121,17"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2003_2,"111,65"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2003_3,"105,44"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2003_4,"100,65"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2004_1,"100,34"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2004_2,"105,69"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2004_3,"104,7"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2004_4,"102,28"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2005_1,"99,63"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2005_2,"101,32"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2005_3,"106,19"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2005_4,"106,93"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2006_1,"105,62"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2006_2,"104,12"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2006_3,"99,29"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2006_4,"93,3"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2007_1,"89,59"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2007_2,"85,48"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2007_3,"85,16"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2007_4,"87,67"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2008_1,"89,82"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2008_2,"88,66"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2008_3,"87,31"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2008_4,"89,11"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2009_1,"94,9"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2009_2,"98,27"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2009_3,"101,69"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2009_4,"103,72"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2010_1,100
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2010_2,"97,32"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2010_3,"97,7"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2010_4,"99,4"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2011_1,"98,74"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2011_2,"98,75"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2011_3,"105,04"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2011_4,"115,13"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2012_1,"115,38"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2012_2,"116,09"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2012_3,"123,27"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2012_4,"123,09"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2013_1,"124,97"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2013_2,"132,59"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2013_3,"133,64"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2013_4,"129,34"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2014_1,"129,09"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2014_2,"137,24"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2014_3,"145,86"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2014_4,"151,33"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2015_1,"148,34"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2015_2,"147,42"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2015_3,"155,47"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2015_4,"153,51"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2016_1,"148,71"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2016_2,"151,85"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2016_3,"157,29"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2016_4,"158,97"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2017_1,"159,4"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2017_2,"165,57"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2017_3,"168,05"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2017_4,"183,93"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2018_1,"187,38"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2018_2,"183,61"
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2018_3,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2018_4,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2019_1,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2019_2,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2019_3,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2019_4,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2020_1,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2020_2,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2020_3,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2020_4,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2021_1,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2021_2,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2021_3,
gebrauchte Eigentumswohnungen,Stadt Osnabrück u. städt. Gemeinden,2021_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2000_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2000_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2000_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2000_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2001_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2001_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2001_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2001_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2002_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2002_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2002_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2002_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2003_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2003_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2003_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2003_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2004_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2004_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2004_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2004_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2005_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2005_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2005_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2005_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2006_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2006_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2006_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2006_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2007_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2007_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2007_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2007_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2008_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2008_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2008_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2008_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2009_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2009_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2009_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2009_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2010_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2010_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2010_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2010_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2011_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2011_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2011_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2011_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2012_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2012_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2012_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2012_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2013_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2013_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2013_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2013_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2014_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2014_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2014_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2014_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2015_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2015_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2015_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2015_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2016_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2016_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2016_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2016_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2017_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2017_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2017_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2017_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2018_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2018_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2018_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2018_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2019_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2019_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2019_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2019_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2020_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2020_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2020_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2020_4,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2021_1,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2021_2,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2021_3,
gebrauchte Eigentumswohnungen,Stadt Wolfsburg,2021_4,
gebrauchte Eigentumswohnungen,Stadt Hannover,2000_1,
gebrauchte Eigentumswohnungen,Stadt Hannover,2000_2,"113,63"
gebrauchte Eigentumswohnungen,Stadt Hannover,2000_3,"114,1"
gebrauchte Eigentumswohnungen,Stadt Hannover,2000_4,"112,69"
gebrauchte Eigentumswohnungen,Stadt Hannover,2001_1,"111,1"
gebrauchte Eigentumswohnungen,Stadt Hannover,2001_2,"109,47"
gebrauchte Eigentumswohnungen,Stadt Hannover,2001_3,"108,2"
gebrauchte Eigentumswohnungen,Stadt Hannover,2001_4,"110,84"
gebrauchte Eigentumswohnungen,Stadt Hannover,2002_1,"111,36"
gebrauchte Eigentumswohnungen,Stadt Hannover,2002_2,"106,85"
gebrauchte Eigentumswohnungen,Stadt Hannover,2002_3,"103,59"
gebrauchte Eigentumswohnungen,Stadt Hannover,2002_4,"103,78"
gebrauchte Eigentumswohnungen,Stadt Hannover,2003_1,"105,61"
gebrauchte Eigentumswohnungen,Stadt Hannover,2003_2,"105,54"
gebrauchte Eigentumswohnungen,Stadt Hannover,2003_3,"104,46"
gebrauchte Eigentumswohnungen,Stadt Hannover,2003_4,"104,77"
gebrauchte Eigentumswohnungen,Stadt Hannover,2004_1,"106,12"
gebrauchte Eigentumswohnungen,Stadt Hannover,2004_2,"104,64"
gebrauchte Eigentumswohnungen,Stadt Hannover,2004_3,"101,59"
gebrauchte Eigentumswohnungen,Stadt Hannover,2004_4,"101,37"
gebrauchte Eigentumswohnungen,Stadt Hannover,2005_1,"101,97"
gebrauchte Eigentumswohnungen,Stadt Hannover,2005_2,"102,07"
gebrauchte Eigentumswohnungen,Stadt Hannover,2005_3,"101,81"
gebrauchte Eigentumswohnungen,Stadt Hannover,2005_4,"100,35"
gebrauchte Eigentumswohnungen,Stadt Hannover,2006_1,"98,27"
gebrauchte Eigentumswohnungen,Stadt Hannover,2006_2,"96,93"
gebrauchte Eigentumswohnungen,Stadt Hannover,2006_3,"94,94"
gebrauchte Eigentumswohnungen,Stadt Hannover,2006_4,"94,25"
gebrauchte Eigentumswohnungen,Stadt Hannover,2007_1,"97,11"
gebrauchte Eigentumswohnungen,Stadt Hannover,2007_2,"98,71"
gebrauchte Eigentumswohnungen,Stadt Hannover,2007_3,"95,48"
gebrauchte Eigentumswohnungen,Stadt Hannover,2007_4,"91,88"
gebrauchte Eigentumswohnungen,Stadt Hannover,2008_1,"91,29"
gebrauchte Eigentumswohnungen,Stadt Hannover,2008_2,"93,38"
gebrauchte Eigentumswohnungen,Stadt Hannover,2008_3,"96,75"
gebrauchte Eigentumswohnungen,Stadt Hannover,2008_4,"97,54"
gebrauchte Eigentumswohnungen,Stadt Hannover,2009_1,"96,83"
gebrauchte Eigentumswohnungen,Stadt Hannover,2009_2,"98,94"
gebrauchte Eigentumswohnungen,Stadt Hannover,2009_3,"100,9"
gebrauchte Eigentumswohnungen,Stadt Hannover,2009_4,"99,99"
gebrauchte Eigentumswohnungen,Stadt Hannover,2010_1,100
gebrauchte Eigentumswohnungen,Stadt Hannover,2010_2,"102,96"
gebrauchte Eigentumswohnungen,Stadt Hannover,2010_3,"104,28"
gebrauchte Eigentumswohnungen,Stadt Hannover,2010_4,"104,63"
gebrauchte Eigentumswohnungen,Stadt Hannover,2011_1,"107,05"
gebrauchte Eigentumswohnungen,Stadt Hannover,2011_2,"108,76"
gebrauchte Eigentumswohnungen,Stadt Hannover,2011_3,"107,84"
gebrauchte Eigentumswohnungen,Stadt Hannover,2011_4,"110,39"
gebrauchte Eigentumswohnungen,Stadt Hannover,2012_1,"116,04"
gebrauchte Eigentumswohnungen,Stadt Hannover,2012_2,"119,13"
gebrauchte Eigentumswohnungen,Stadt Hannover,2012_3,"119,34"
gebrauchte Eigentumswohnungen,Stadt Hannover,2012_4,"120,97"
gebrauchte Eigentumswohnungen,Stadt Hannover,2013_1,"124,37"
gebrauchte Eigentumswohnungen,Stadt Hannover,2013_2,"125,5"
gebrauchte Eigentumswohnungen,Stadt Hannover,2013_3,"125,43"
gebrauchte Eigentumswohnungen,Stadt Hannover,2013_4,"128,53"
gebrauchte Eigentumswohnungen,Stadt Hannover,2014_1,"132,28"
gebrauchte Eigentumswohnungen,Stadt Hannover,2014_2,"135,49"
gebrauchte Eigentumswohnungen,Stadt Hannover,2014_3,"140,01"
gebrauchte Eigentumswohnungen,Stadt Hannover,2014_4,"144,32"
gebrauchte Eigentumswohnungen,Stadt Hannover,2015_1,"147,36"
gebrauchte Eigentumswohnungen,Stadt Hannover,2015_2,"149,53"
gebrauchte Eigentumswohnungen,Stadt Hannover,2015_3,"152,33"
gebrauchte Eigentumswohnungen,Stadt Hannover,2015_4,"155,72"
gebrauchte Eigentumswohnungen,Stadt Hannover,2016_1,"156,42"
gebrauchte Eigentumswohnungen,Stadt Hannover,2016_2,"158,75"
gebrauchte Eigentumswohnungen,Stadt Hannover,2016_3,"165,63"
gebrauchte Eigentumswohnungen,Stadt Hannover,2016_4,"177,15"
gebrauchte Eigentumswohnungen,Stadt Hannover,2017_1,"179,69"
gebrauchte Eigentumswohnungen,Stadt Hannover,2017_2,"180,58"
gebrauchte Eigentumswohnungen,Stadt Hannover,2017_3,"183,74"
gebrauchte Eigentumswohnungen,Stadt Hannover,2017_4,"185,51"
gebrauchte Eigentumswohnungen,Stadt Hannover,2018_1,#WERT!
gebrauchte Eigentumswohnungen,Stadt Hannover,2018_2,"189,52"
gebrauchte Eigentumswohnungen,Stadt Hannover,2018_3,
gebrauchte Eigentumswohnungen,Stadt Hannover,2018_4,
gebrauchte Eigentumswohnungen,Stadt Hannover,2019_1,
gebrauchte Eigentumswohnungen,Stadt Hannover,2019_2,
gebrauchte Eigentumswohnungen,Stadt Hannover,2019_3,
gebrauchte Eigentumswohnungen,Stadt Hannover,2019_4,
gebrauchte Eigentumswohnungen,Stadt Hannover,2020_1,
gebrauchte Eigentumswohnungen,Stadt Hannover,2020_2,
gebrauchte Eigentumswohnungen,Stadt Hannover,2020_3,
gebrauchte Eigentumswohnungen,Stadt Hannover,2020_4,
gebrauchte Eigentumswohnungen,Stadt Hannover,2021_1,
gebrauchte Eigentumswohnungen,Stadt Hannover,2021_2,
gebrauchte Eigentumswohnungen,Stadt Hannover,2021_3,
gebrauchte Eigentumswohnungen,Stadt Hannover,2021_4,
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2000_1,
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2000_2,"123,14"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2000_3,"120,21"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2000_4,"116,25"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2001_1,"113,9"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2001_2,"112,56"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2001_3,"111,01"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2001_4,"111,8"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2002_1,"113,2"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2002_2,"113,14"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2002_3,"111,04"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2002_4,"108,65"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2003_1,"108,09"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2003_2,"109,06"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2003_3,"110,21"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2003_4,"109,74"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2004_1,108
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2004_2,"105,63"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2004_3,"104,34"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2004_4,"103,39"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2005_1,"102,04"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2005_2,"100,83"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2005_3,"100,49"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2005_4,"101,38"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2006_1,"103,36"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2006_2,"104,93"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2006_3,"105,29"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2006_4,"103,29"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2007_1,"100,42"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2007_2,"99,76"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2007_3,"99,75"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2007_4,"99,47"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2008_1,"99,02"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2008_2,"100,13"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2008_3,"101,18"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2008_4,"100,02"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2009_1,"98,57"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2009_2,"98,69"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2009_3,"99,84"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2009_4,"99,97"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2010_1,100
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2010_2,"100,82"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2010_3,"101,6"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2010_4,"101,45"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2011_1,"101,22"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2011_2,"102,78"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2011_3,"105,73"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2011_4,"107,09"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2012_1,"108,11"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2012_2,113
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2012_3,"119,09"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2012_4,"122,23"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2013_1,"123,04"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2013_2,"125,6"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2013_3,"128,58"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2013_4,"130,25"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2014_1,"133,42"
gebrauchte Eigentumswohnungen,Stadt Braunschweig,2014_2,"138,2"
