Immobilienart;Region;Zeitabschnitt;Anzahl_Mittel;Index_final
gebrauchte Eigenheime;4204;2000_4;20;107,3656344
gebrauchte Eigenheime;4204;2001_1;20;102,3400025
gebrauchte Eigenheime;4204;2001_2;11;100,0673872
gebrauchte Eigenheime;4204;2001_3;11;102,0381638
gebrauchte Eigenheime;4204;2001_4;13;98,80386879
gebrauchte Eigenheime;4204;2002_1;8;99,17685473
gebrauchte Eigenheime;4204;2002_2;31;103,6937252
gebrauchte Eigenheime;4204;2002_3;30;102,3592522
gebrauchte Eigenheime;4204;2002_4;38;99,19818282
gebrauchte Eigenheime;4204;2003_1;9;102,1337991
gebrauchte Eigenheime;4204;2003_2;20;110,9176571
gebrauchte Eigenheime;4204;2003_3;18;111,1078156
gebrauchte Eigenheime;4204;2003_4;29;108,187762
gebrauchte Eigenheime;4204;2004_1;16;106,3582463
gebrauchte Eigenheime;4204;2004_2;23;105,5401412
gebrauchte Eigenheime;4204;2004_3;16;99,81976727
gebrauchte Eigenheime;4204;2004_4;33;94,5601477
gebrauchte Eigenheime;4204;2005_1;16;96,2399526
gebrauchte Eigenheime;4204;2005_2;18;104,5163685
gebrauchte Eigenheime;4204;2005_3;19;106,9979247
gebrauchte Eigenheime;4204;2005_4;41;106,409647
gebrauchte Eigenheime;4204;2006_1;7;106,5722695
gebrauchte Eigenheime;4204;2006_2;22;101,8564476
gebrauchte Eigenheime;4204;2006_3;27,5;99,0902878
gebrauchte Eigenheime;4204;2006_4;33;99,49590687
gebrauchte Eigenheime;4204;2007_1;15;98,47790687
gebrauchte Eigenheime;4204;2007_2;36;96,21238545
gebrauchte Eigenheime;4204;2007_3;31;96,02936967
gebrauchte Eigenheime;4204;2007_4;32;95,98341903
gebrauchte Eigenheime;4204;2008_1;29;97,15746577
gebrauchte Eigenheime;4204;2008_2;33,5;100,8107866
gebrauchte Eigenheime;4204;2008_3;30;102,2748638
gebrauchte Eigenheime;4204;2008_4;21,5;99,51848947
gebrauchte Eigenheime;4204;2009_1;22,5;92,62835844
gebrauchte Eigenheime;4204;2009_2;30,5;89,66837043
gebrauchte Eigenheime;4204;2009_3;26;94,35382721
gebrauchte Eigenheime;4204;2009_4;28;98,17883756
gebrauchte Eigenheime;4204;2010_1;30,33333333;100
gebrauchte Eigenheime;4204;2010_2;37,33333333;103,5808988
gebrauchte Eigenheime;4204;2010_3;29,66666667;107,3836663
gebrauchte Eigenheime;4204;2010_4;38;110,7883379
gebrauchte Eigenheime;4204;2011_1;20;111,7759132
gebrauchte Eigenheime;4204;2011_2;44;111,3095241
gebrauchte Eigenheime;4204;2011_3;42;112,5901299
gebrauchte Eigenheime;4204;2011_4;45;114,6393587
gebrauchte Eigenheime;4204;2012_1;37;116,6824414
gebrauchte Eigenheime;4204;2012_2;49,5;120,8683792
gebrauchte Eigenheime;4204;2012_3;32;127,9220849
gebrauchte Eigenheime;4204;2012_4;31;132,4236577
gebrauchte Eigenheime;4204;2013_1;31;130,6366181
gebrauchte Eigenheime;4204;2013_2;44;129,5487336
gebrauchte Eigenheime;4204;2013_3;37;131,4878227
gebrauchte Eigenheime;4204;2013_4;50;135,6443643
gebrauchte Eigenheime;4204;2014_1;21;139,7752095
gebrauchte Eigenheime;4204;2014_2;33;142,8297216
gebrauchte Eigenheime;4204;2014_3;38,5;146,1318319
gebrauchte Eigenheime;4204;2014_4;31;150,5780142
gebrauchte Eigenheime;4204;2015_1;31;157,136009
gebrauchte Eigenheime;4204;2015_2;37;161,7047557
gebrauchte Eigenheime;4204;2015_3;34;161,9681141
gebrauchte Eigenheime;4204;2015_4;35;162,7279321
gebrauchte Eigenheime;4204;2016_1;41;164,1699061
gebrauchte Eigenheime;4204;2016_2;51;167,4093357
gebrauchte Eigenheime;4204;2016_3;52;172,3512954
gebrauchte Eigenheime;4204;2016_4;63;172,2250731
gebrauchte Eigenheime;4204;2017_1;52;168,7897168
gebrauchte Eigenheime;4204;2017_2;63;175,8074753
gebrauchte Eigenheime;4204;2017_3;46;174,1277401
gebrauchte Eigenheime;4204;2017_4;59;175,711646
gebrauchte Eigenheime;4204;2018_1;59;171,8367431
gebrauchte Eigenheime;4204;2018_2;64;174,8513627
gebrauchte Eigenheime;4204;2018_3;53;171,1499249
gebrauchte Eigenheime;4204;2018_4;57;
gebrauchte Eigenheime;4204;2019_1;;
gebrauchte Eigenheime;4204;2019_2;;
gebrauchte Eigenheime;4204;2019_3;;
gebrauchte Eigenheime;4204;2019_4;;
gebrauchte Eigenheime;4204;2020_1;;
gebrauchte Eigenheime;4204;2020_2;;
gebrauchte Eigenheime;4204;2020_3;;
gebrauchte Eigenheime;4204;2020_4;;
gebrauchte Eigenheime;4204;2021_1;;
gebrauchte Eigenheime;4204;2021_2;;
gebrauchte Eigenheime;4204;2021_3;;
gebrauchte Eigenheime;4204;2021_4;;
gebrauchte Eigenheime;4205;2000_1;48;
gebrauchte Eigenheime;4205;2000_2;63;109,3910381
gebrauchte Eigenheime;4205;2000_3;64;107,2588785
gebrauchte Eigenheime;4205;2000_4;48;106,7753092
gebrauchte Eigenheime;4205;2001_1;61;107,0751608
gebrauchte Eigenheime;4205;2001_2;61;106,0966482
gebrauchte Eigenheime;4205;2001_3;52;105,6372492
gebrauchte Eigenheime;4205;2001_4;58;105,3233287
gebrauchte Eigenheime;4205;2002_1;46;106,4189996
gebrauchte Eigenheime;4205;2002_2;72;107,2498509
gebrauchte Eigenheime;4205;2002_3;65;105,6474296
gebrauchte Eigenheime;4205;2002_4;80;104,564873
gebrauchte Eigenheime;4205;2003_1;43;103,7468357
gebrauchte Eigenheime;4205;2003_2;65;100,8712239
gebrauchte Eigenheime;4205;2003_3;86;99,64680255
gebrauchte Eigenheime;4205;2003_4;106;100,3671462
gebrauchte Eigenheime;4205;2004_1;50;102,5296294
gebrauchte Eigenheime;4205;2004_2;50;103,1586347
gebrauchte Eigenheime;4205;2004_3;67;101,0058537
gebrauchte Eigenheime;4205;2004_4;85;100,135386
gebrauchte Eigenheime;4205;2005_1;41,5;101,6472907
gebrauchte Eigenheime;4205;2005_2;59;103,4682151
gebrauchte Eigenheime;4205;2005_3;68;102,5977809
gebrauchte Eigenheime;4205;2005_4;87,5;103,3414144
gebrauchte Eigenheime;4205;2006_1;20;105,5914188
gebrauchte Eigenheime;4205;2006_2;37,5;105,477508
gebrauchte Eigenheime;4205;2006_3;13,5;102,3347313
gebrauchte Eigenheime;4205;2006_4;50,5;98,70766858
gebrauchte Eigenheime;4205;2007_1;46,5;97,25973987
gebrauchte Eigenheime;4205;2007_2;58,5;98,63559127
gebrauchte Eigenheime;4205;2007_3;72,5;99,30372141
gebrauchte Eigenheime;4205;2007_4;77;98,47634953
gebrauchte Eigenheime;4205;2008_1;47,5;100,4934735
gebrauchte Eigenheime;4205;2008_2;67;101,9463811
gebrauchte Eigenheime;4205;2008_3;25,5;96,17083516
gebrauchte Eigenheime;4205;2008_4;66;91,27328339
gebrauchte Eigenheime;4205;2009_1;40,5;94,67011892
gebrauchte Eigenheime;4205;2009_2;71,5;101,6235592
gebrauchte Eigenheime;4205;2009_3;56;103,252632
gebrauchte Eigenheime;4205;2009_4;69;99,79903434
gebrauchte Eigenheime;4205;2010_1;54,66666667;100
gebrauchte Eigenheime;4205;2010_2;83,33333333;103,8540747
gebrauchte Eigenheime;4205;2010_3;79,66666667;105,1270529
gebrauchte Eigenheime;4205;2010_4;102,3333333;105,5178664
gebrauchte Eigenheime;4205;2011_1;79;106,6907943
gebrauchte Eigenheime;4205;2011_2;54,5;108,6271451
gebrauchte Eigenheime;4205;2011_3;39,5;108,3120519
gebrauchte Eigenheime;4205;2011_4;61;105,7490362
gebrauchte Eigenheime;4205;2012_1;18,5;107,8779292
gebrauchte Eigenheime;4205;2012_2;59,5;113,0153803
gebrauchte Eigenheime;4205;2012_3;38;116,7929295
gebrauchte Eigenheime;4205;2012_4;21;121,8049429
gebrauchte Eigenheime;4205;2013_1;48;124,2734729
gebrauchte Eigenheime;4205;2013_2;21;124,7233455
gebrauchte Eigenheime;4205;2013_3;34,5;124,0105745
gebrauchte Eigenheime;4205;2013_4;50;125,9816367
gebrauchte Eigenheime;4205;2014_1;25,5;129,7888848
gebrauchte Eigenheime;4205;2014_2;35,5;132,4350472
gebrauchte Eigenheime;4205;2014_3;40;132,2065071
gebrauchte Eigenheime;4205;2014_4;63,5;133,2027168
gebrauchte Eigenheime;4205;2015_1;56,5;134,7949524
gebrauchte Eigenheime;4205;2015_2;38;138,2092843
gebrauchte Eigenheime;4205;2015_3;44;146,1880997
gebrauchte Eigenheime;4205;2015_4;46;151,7835499
gebrauchte Eigenheime;4205;2016_1;52;151,6449767
gebrauchte Eigenheime;4205;2016_2;49;151,752057
gebrauchte Eigenheime;4205;2016_3;49;155,0471537
gebrauchte Eigenheime;4205;2016_4;65;153,236168
gebrauchte Eigenheime;4205;2017_1;46;148,8907961
gebrauchte Eigenheime;4205;2017_2;41;153,8594369
gebrauchte Eigenheime;4205;2017_3;63;153,9836354
gebrauchte Eigenheime;4205;2017_4;49;155,7314468
gebrauchte Eigenheime;4205;2018_1;38;162,7559623
gebrauchte Eigenheime;4205;2018_2;55;166,7993561
gebrauchte Eigenheime;4205;2018_3;58;164,6063426
gebrauchte Eigenheime;4205;2018_4;32;
gebrauchte Eigenheime;4205;2019_1;;
gebrauchte Eigenheime;4205;2019_2;;
gebrauchte Eigenheime;4205;2019_3;;
gebrauchte Eigenheime;4205;2019_4;;
gebrauchte Eigenheime;4205;2020_1;;
gebrauchte Eigenheime;4205;2020_2;;
gebrauchte Eigenheime;4205;2020_3;;
gebrauchte Eigenheime;4205;2020_4;;
gebrauchte Eigenheime;4205;2021_1;;
gebrauchte Eigenheime;4205;2021_2;;
gebrauchte Eigenheime;4205;2021_3;;
gebrauchte Eigenheime;4205;2021_4;;
gebrauchte Eigenheime;4206;2000_1;55;
gebrauchte Eigenheime;4206;2000_2;77;123,6258292
gebrauchte Eigenheime;4206;2000_3;76;122,8578929
gebrauchte Eigenheime;4206;2000_4;69;119,939708
gebrauchte Eigenheime;4206;2001_1;63;118,0376567
gebrauchte Eigenheime;4206;2001_2;70;118,5981391
gebrauchte Eigenheime;4206;2001_3;89;116,2596701
gebrauchte Eigenheime;4206;2001_4;83;112,2260916
gebrauchte Eigenheime;4206;2002_1;53;108,8286726
gebrauchte Eigenheime;4206;2002_2;74;106,9398532
gebrauchte Eigenheime;4206;2002_3;84;106,2533723
gebrauchte Eigenheime;4206;2002_4;120;106,5680398
gebrauchte Eigenheime;4206;2003_1;52;108,1374198
gebrauchte Eigenheime;4206;2003_2;61;108,2788704
gebrauchte Eigenheime;4206;2003_3;79;108,2206075
gebrauchte Eigenheime;4206;2003_4;113;108,8784522
gebrauchte Eigenheime;4206;2004_1;38;108,0124639
gebrauchte Eigenheime;4206;2004_2;63;106,2684707
gebrauchte Eigenheime;4206;2004_3;75;103,019276
gebrauchte Eigenheime;4206;2004_4;96;101,9976367
gebrauchte Eigenheime;4206;2005_1;47;104,4185595
gebrauchte Eigenheime;4206;2005_2;97;104,2380448
gebrauchte Eigenheime;4206;2005_3;95,5;103,5944761
gebrauchte Eigenheime;4206;2005_4;113,5;103,4666605
gebrauchte Eigenheime;4206;2006_1;40,5;102,9714994
gebrauchte Eigenheime;4206;2006_2;64;100,4876882
gebrauchte Eigenheime;4206;2006_3;73;95,60725154
gebrauchte Eigenheime;4206;2006_4;90,5;94,0122496
gebrauchte Eigenheime;4206;2007_1;59;95,47022203
gebrauchte Eigenheime;4206;2007_2;92,5;95,3341802
gebrauchte Eigenheime;4206;2007_3;74;96,26697175
gebrauchte Eigenheime;4206;2007_4;84;98,68640202
gebrauchte Eigenheime;4206;2008_1;71;99,39164405
gebrauchte Eigenheime;4206;2008_2;99,5;98,71119112
gebrauchte Eigenheime;4206;2008_3;88,5;97,40476402
gebrauchte Eigenheime;4206;2008_4;91,5;96,51693337
gebrauchte Eigenheime;4206;2009_1;69;97,97281562
gebrauchte Eigenheime;4206;2009_2;101,5;98,75393481
gebrauchte Eigenheime;4206;2009_3;108;98,28012541
gebrauchte Eigenheime;4206;2009_4;75;99,34246906
gebrauchte Eigenheime;4206;2010_1;66,33333333;100
gebrauchte Eigenheime;4206;2010_2;81,33333333;99,73263132
gebrauchte Eigenheime;4206;2010_3;68,33333333;102,7720168
gebrauchte Eigenheime;4206;2010_4;88,33333333;107,0797657
gebrauchte Eigenheime;4206;2011_1;49;111,4837058
gebrauchte Eigenheime;4206;2011_2;94,5;112,4592281
gebrauchte Eigenheime;4206;2011_3;73;110,3053397
gebrauchte Eigenheime;4206;2011_4;73;112,2670854
gebrauchte Eigenheime;4206;2012_1;59;116,9097386
gebrauchte Eigenheime;4206;2012_2;82,5;118,0296628
gebrauchte Eigenheime;4206;2012_3;95,5;119,22719
gebrauchte Eigenheime;4206;2012_4;96;119,2081571
gebrauchte Eigenheime;4206;2013_1;72,5;118,506452
gebrauchte Eigenheime;4206;2013_2;72;121,9377409
gebrauchte Eigenheime;4206;2013_3;87;123,6439389
gebrauchte Eigenheime;4206;2013_4;79;124,3614727
gebrauchte Eigenheime;4206;2014_1;64,5;128,498602
gebrauchte Eigenheime;4206;2014_2;47;130,969744
gebrauchte Eigenheime;4206;2014_3;53,5;131,9916166
gebrauchte Eigenheime;4206;2014_4;65,5;132,9524918
gebrauchte Eigenheime;4206;2015_1;51,5;134,4469631
gebrauchte Eigenheime;4206;2015_2;53;140,2157089
gebrauchte Eigenheime;4206;2015_3;58;145,0319113
gebrauchte Eigenheime;4206;2015_4;88;149,2915914
gebrauchte Eigenheime;4206;2016_1;80;154,7635593
gebrauchte Eigenheime;4206;2016_2;64;156,312514
gebrauchte Eigenheime;4206;2016_3;87;155,3742991
gebrauchte Eigenheime;4206;2016_4;59;154,5385328
gebrauchte Eigenheime;4206;2017_1;54;151,8953148
gebrauchte Eigenheime;4206;2017_2;83;153,4619176
gebrauchte Eigenheime;4206;2017_3;86;157,6242174
gebrauchte Eigenheime;4206;2017_4;70;159,5208776
gebrauchte Eigenheime;4206;2018_1;56;158,1818533
gebrauchte Eigenheime;4206;2018_2;86;157,6506788
gebrauchte Eigenheime;4206;2018_3;90;160,3381042
gebrauchte Eigenheime;4206;2018_4;72;
gebrauchte Eigenheime;4206;2019_1;;
gebrauchte Eigenheime;4206;2019_2;;
gebrauchte Eigenheime;4206;2019_3;;
gebrauchte Eigenheime;4206;2019_4;;
gebrauchte Eigenheime;4206;2020_1;;
gebrauchte Eigenheime;4206;2020_2;;
gebrauchte Eigenheime;4206;2020_3;;
gebrauchte Eigenheime;4206;2020_4;;
gebrauchte Eigenheime;4206;2021_1;;
gebrauchte Eigenheime;4206;2021_2;;
gebrauchte Eigenheime;4206;2021_3;;
gebrauchte Eigenheime;4206;2021_4;;
gebrauchte Eigenheime;4208;2000_1;24;
gebrauchte Eigenheime;4208;2000_2;44;104,7218912
gebrauchte Eigenheime;4208;2000_3;36;104,4646624
gebrauchte Eigenheime;4208;2000_4;27;104,6189874
gebrauchte Eigenheime;4208;2001_1;32;101,937937
gebrauchte Eigenheime;4208;2001_2;48;99,60969314
gebrauchte Eigenheime;4208;2001_3;26;99,34569395
gebrauchte Eigenheime;4208;2001_4;27;97,10624246
gebrauchte Eigenheime;4208;2002_1;19;93,5287954
gebrauchte Eigenheime;4208;2002_2;46;95,64231235
gebrauchte Eigenheime;4208;2002_3;53;98,51693627
gebrauchte Eigenheime;4208;2002_4;72;99,94869688
gebrauchte Eigenheime;4208;2003_1;36;101,1359995
gebrauchte Eigenheime;4208;2003_2;34;103,4397238
gebrauchte Eigenheime;4208;2003_3;48;103,1705691
gebrauchte Eigenheime;4208;2003_4;44;102,256245
gebrauchte Eigenheime;4208;2004_1;27;104,2775287
gebrauchte Eigenheime;4208;2004_2;37;106,9916008
gebrauchte Eigenheime;4208;2004_3;33;107,7922625
gebrauchte Eigenheime;4208;2004_4;40;106,6103788
gebrauchte Eigenheime;4208;2005_1;30,5;104,9023709
gebrauchte Eigenheime;4208;2005_2;50;104,7327645
gebrauchte Eigenheime;4208;2005_3;54;105,4296587
gebrauchte Eigenheime;4208;2005_4;57;106,6239932
gebrauchte Eigenheime;4208;2006_1;17,5;108,0134217
gebrauchte Eigenheime;4208;2006_2;29;107,1196387
gebrauchte Eigenheime;4208;2006_3;40,5;105,30847
gebrauchte Eigenheime;4208;2006_4;41;104,0245762
gebrauchte Eigenheime;4208;2007_1;42,5;104,6162403
gebrauchte Eigenheime;4208;2007_2;44,5;104,7660416
gebrauchte Eigenheime;4208;2007_3;38;102,0222069
gebrauchte Eigenheime;4208;2007_4;35;98,94391871
gebrauchte Eigenheime;4208;2008_1;23;96,81332528
gebrauchte Eigenheime;4208;2008_2;55,5;96,08313187
gebrauchte Eigenheime;4208;2008_3;35,5;94,53262937
gebrauchte Eigenheime;4208;2008_4;41;91,81455443
gebrauchte Eigenheime;4208;2009_1;28,5;89,97452711
gebrauchte Eigenheime;4208;2009_2;46;91,1470742
gebrauchte Eigenheime;4208;2009_3;25,5;94,4716771
gebrauchte Eigenheime;4208;2009_4;43;97,25829012
gebrauchte Eigenheime;4208;2010_1;35,66666667;100
gebrauchte Eigenheime;4208;2010_2;49;103,2806553
gebrauchte Eigenheime;4208;2010_3;32,66666667;105,6907411
gebrauchte Eigenheime;4208;2010_4;63,66666667;105,7793779
gebrauchte Eigenheime;4208;2011_1;22;103,4553846
gebrauchte Eigenheime;4208;2011_2;71;103,7860511
gebrauchte Eigenheime;4208;2011_3;55,5;106,789778
gebrauchte Eigenheime;4208;2011_4;53;107,5866515
gebrauchte Eigenheime;4208;2012_1;50;107,8279684
gebrauchte Eigenheime;4208;2012_2;61;110,275988
gebrauchte Eigenheime;4208;2012_3;41;111,3087113
gebrauchte Eigenheime;4208;2012_4;41;110,2956245
gebrauchte Eigenheime;4208;2013_1;39,5;112,2406852
gebrauchte Eigenheime;4208;2013_2;50;118,9057845
gebrauchte Eigenheime;4208;2013_3;58,5;125,3817701
gebrauchte Eigenheime;4208;2013_4;55,5;128,4144358
gebrauchte Eigenheime;4208;2014_1;41,5;129,328092
gebrauchte Eigenheime;4208;2014_2;46;131,0051839
gebrauchte Eigenheime;4208;2014_3;65;130,7688055
gebrauchte Eigenheime;4208;2014_4;46;134,4534498
gebrauchte Eigenheime;4208;2015_1;35;145,2809712
gebrauchte Eigenheime;4208;2015_2;48,5;149,08091
gebrauchte Eigenheime;4208;2015_3;40;150,902463
gebrauchte Eigenheime;4208;2015_4;28,5;152,2668725
gebrauchte Eigenheime;4208;2016_1;32;161,3514451
gebrauchte Eigenheime;4208;2016_2;47;174,8670021
gebrauchte Eigenheime;4208;2016_3;43;178,4547961
gebrauchte Eigenheime;4208;2016_4;51;175,4157179
gebrauchte Eigenheime;4208;2017_1;29;179,0090647
gebrauchte Eigenheime;4208;2017_2;43;180,5235511
gebrauchte Eigenheime;4208;2017_3;46;173,4082464
gebrauchte Eigenheime;4208;2017_4;40;168,7937984
gebrauchte Eigenheime;4208;2018_1;46;171,0327808
gebrauchte Eigenheime;4208;2018_2;57;171,0479679
gebrauchte Eigenheime;4208;2018_3;41;172,6231643
gebrauchte Eigenheime;4208;2018_4;10;
gebrauchte Eigenheime;4208;2019_1;;
gebrauchte Eigenheime;4208;2019_2;;
gebrauchte Eigenheime;4208;2019_3;;
gebrauchte Eigenheime;4208;2019_4;;
gebrauchte Eigenheime;4208;2020_1;;
gebrauchte Eigenheime;4208;2020_2;;
gebrauchte Eigenheime;4208;2020_3;;
gebrauchte Eigenheime;4208;2020_4;;
gebrauchte Eigenheime;4208;2021_1;;
gebrauchte Eigenheime;4208;2021_2;;
gebrauchte Eigenheime;4208;2021_3;;
gebrauchte Eigenheime;4208;2021_4;;
gebrauchte Eigentumswohnungen;4101;2000_1;220;
gebrauchte Eigentumswohnungen;4101;2000_2;195;114,2300298
gebrauchte Eigentumswohnungen;4101;2000_3;126;110,3198608
gebrauchte Eigentumswohnungen;4101;2000_4;109;109,8558139
gebrauchte Eigentumswohnungen;4101;2001_1;177;111,8942199
gebrauchte Eigentumswohnungen;4101;2001_2;178;111,5576967
gebrauchte Eigentumswohnungen;4101;2001_3;121;110,0104353
gebrauchte Eigentumswohnungen;4101;2001_4;105;109,4862956
gebrauchte Eigentumswohnungen;4101;2002_1;156;108,4925065
gebrauchte Eigentumswohnungen;4101;2002_2;133;107,8250469
gebrauchte Eigentumswohnungen;4101;2002_3;122;105,2636281
gebrauchte Eigentumswohnungen;4101;2002_4;118;100,3231731
gebrauchte Eigentumswohnungen;4101;2003_1;206;100,3445033
gebrauchte Eigentumswohnungen;4101;2003_2;143;102,3744449
gebrauchte Eigentumswohnungen;4101;2003_3;185;101,3639527
gebrauchte Eigentumswohnungen;4101;2003_4;160;100,6676032
gebrauchte Eigentumswohnungen;4101;2004_1;127;102,9792097
gebrauchte Eigentumswohnungen;4101;2004_2;152;102,9624527
gebrauchte Eigentumswohnungen;4101;2004_3;173;101,2738588
gebrauchte Eigentumswohnungen;4101;2004_4;206;101,2379012
gebrauchte Eigentumswohnungen;4101;2005_1;107;104,1630878
gebrauchte Eigentumswohnungen;4101;2005_2;172,5;106,3630536
gebrauchte Eigentumswohnungen;4101;2005_3;154;104,1058163
gebrauchte Eigentumswohnungen;4101;2005_4;224;103,5271225
gebrauchte Eigentumswohnungen;4101;2006_1;84;106,3618717
gebrauchte Eigentumswohnungen;4101;2006_2;128,5;106,9670754
gebrauchte Eigentumswohnungen;4101;2006_3;147,5;104,5329675
gebrauchte Eigentumswohnungen;4101;2006_4;151;101,6745299
gebrauchte Eigentumswohnungen;4101;2007_1;104;100,5452441
gebrauchte Eigentumswohnungen;4101;2007_2;112;105,1380482
gebrauchte Eigentumswohnungen;4101;2007_3;117,5;106,7138307
gebrauchte Eigentumswohnungen;4101;2007_4;152;102,1119144
gebrauchte Eigentumswohnungen;4101;2008_1;142,5;98,16988016
gebrauchte Eigentumswohnungen;4101;2008_2;145,5;99,91922251
gebrauchte Eigentumswohnungen;4101;2008_3;163,5;102,0285781
gebrauchte Eigentumswohnungen;4101;2008_4;170;100,5194019
gebrauchte Eigentumswohnungen;4101;2009_1;124,5;100,3051938
gebrauchte Eigentumswohnungen;4101;2009_2;161,5;101,8194828
gebrauchte Eigentumswohnungen;4101;2009_3;188;100,756685
gebrauchte Eigentumswohnungen;4101;2009_4;185,5;98,99278252
gebrauchte Eigentumswohnungen;4101;2010_1;179,3333333;100
gebrauchte Eigentumswohnungen;4101;2010_2;224,6666667;102,6097311
gebrauchte Eigentumswohnungen;4101;2010_3;203,6666667;104,2765893
gebrauchte Eigentumswohnungen;4101;2010_4;253,6666667;106,1634787
gebrauchte Eigentumswohnungen;4101;2011_1;122,5;109,7330744
gebrauchte Eigentumswohnungen;4101;2011_2;168;112,0479561
gebrauchte Eigentumswohnungen;4101;2011_3;227;111,3981781
gebrauchte Eigentumswohnungen;4101;2011_4;192;111,7001074
gebrauchte Eigentumswohnungen;4101;2012_1;199;115,300706
gebrauchte Eigentumswohnungen;4101;2012_2;160;118,4297192
gebrauchte Eigentumswohnungen;4101;2012_3;240,5;118,6580807
gebrauchte Eigentumswohnungen;4101;2012_4;231,5;119,380236
gebrauchte Eigentumswohnungen;4101;2013_1;179;122,4579623
gebrauchte Eigentumswohnungen;4101;2013_2;226;124,3810031
gebrauchte Eigentumswohnungen;4101;2013_3;204;121,8259734
gebrauchte Eigentumswohnungen;4101;2013_4;232,5;120,8062449
gebrauchte Eigentumswohnungen;4101;2014_1;199;124,263709
gebrauchte Eigentumswohnungen;4101;2014_2;217;126,6672815
gebrauchte Eigentumswohnungen;4101;2014_3;252,5;126,393159
gebrauchte Eigentumswohnungen;4101;2014_4;171,5;125,3826127
gebrauchte Eigentumswohnungen;4101;2015_1;182,5;129,6592793
gebrauchte Eigentumswohnungen;4101;2015_2;242;134,5968293
gebrauchte Eigentumswohnungen;4101;2015_3;235;134,1023446
gebrauchte Eigentumswohnungen;4101;2015_4;214,5;137,1091723
gebrauchte Eigentumswohnungen;4101;2016_1;209;145,2731132
gebrauchte Eigentumswohnungen;4101;2016_2;227;151,1856088
gebrauchte Eigentumswohnungen;4101;2016_3;222;152,1403142
gebrauchte Eigentumswohnungen;4101;2016_4;213;151,2596233
gebrauchte Eigentumswohnungen;4101;2017_1;179;151,477269
gebrauchte Eigentumswohnungen;4101;2017_2;212;154,0686181
gebrauchte Eigentumswohnungen;4101;2017_3;246;154,634822
gebrauchte Eigentumswohnungen;4101;2017_4;218;160,2022268
gebrauchte Eigentumswohnungen;4101;2018_1;189;165,3579497
gebrauchte Eigentumswohnungen;4101;2018_2;221;165,4146951
gebrauchte Eigentumswohnungen;4101;2018_3;274;170,1843532
gebrauchte Eigentumswohnungen;4101;2018_4;170;
gebrauchte Eigentumswohnungen;4101;2019_1;;
gebrauchte Eigentumswohnungen;4101;2019_2;;
gebrauchte Eigentumswohnungen;4101;2019_3;;
gebrauchte Eigentumswohnungen;4101;2019_4;;
gebrauchte Eigentumswohnungen;4101;2020_1;;
gebrauchte Eigentumswohnungen;4101;2020_2;;
gebrauchte Eigentumswohnungen;4101;2020_3;;
gebrauchte Eigentumswohnungen;4101;2020_4;;
gebrauchte Eigentumswohnungen;4101;2021_1;;
gebrauchte Eigentumswohnungen;4101;2021_2;;
gebrauchte Eigentumswohnungen;4101;2021_3;;
gebrauchte Eigentumswohnungen;4101;2021_4;;
gebrauchte Eigentumswohnungen;4102;2000_1;3;
gebrauchte Eigentumswohnungen;4102;2000_2;2;
gebrauchte Eigentumswohnungen;4102;2000_3;2;
gebrauchte Eigentumswohnungen;4102;2000_4;2;
gebrauchte Eigentumswohnungen;4102;2001_1;3;
gebrauchte Eigentumswohnungen;4102;2001_2;7;
gebrauchte Eigentumswohnungen;4102;2001_3;8;
gebrauchte Eigentumswohnungen;4102;2001_4;7;
gebrauchte Eigentumswohnungen;4102;2002_1;4;
gebrauchte Eigentumswohnungen;4102;2002_2;7;
gebrauchte Eigentumswohnungen;4102;2002_3;4;
gebrauchte Eigentumswohnungen;4102;2002_4;8;
gebrauchte Eigentumswohnungen;4102;2003_1;41;
gebrauchte Eigentumswohnungen;4102;2003_2;14;
gebrauchte Eigentumswohnungen;4102;2003_3;14;
gebrauchte Eigentumswohnungen;4102;2003_4;47;
gebrauchte Eigentumswohnungen;4102;2004_1;25;
gebrauchte Eigentumswohnungen;4102;2004_2;13;
gebrauchte Eigentumswohnungen;4102;2004_3;21;
gebrauchte Eigentumswohnungen;4102;2004_4;27;
gebrauchte Eigentumswohnungen;4102;2005_1;11;
gebrauchte Eigentumswohnungen;4102;2005_2;18;
gebrauchte Eigentumswohnungen;4102;2005_3;29,5;
gebrauchte Eigentumswohnungen;4102;2005_4;37;
gebrauchte Eigentumswohnungen;4102;2006_1;25;
gebrauchte Eigentumswohnungen;4102;2006_2;14;
gebrauchte Eigentumswohnungen;4102;2006_3;13;
gebrauchte Eigentumswohnungen;4102;2006_4;13;
gebrauchte Eigentumswohnungen;4102;2007_1;16,5;
gebrauchte Eigentumswohnungen;4102;2007_2;15;
gebrauchte Eigentumswohnungen;4102;2007_3;16;
gebrauchte Eigentumswohnungen;4102;2007_4;49;
gebrauchte Eigentumswohnungen;4102;2008_1;64;88,03108416
gebrauchte Eigentumswohnungen;4102;2008_2;57;93,40172272
gebrauchte Eigentumswohnungen;4102;2008_3;31,5;95,81397848
gebrauchte Eigentumswohnungen;4102;2008_4;71;97,03744541
gebrauchte Eigentumswohnungen;4102;2009_1;69;95,5340976
gebrauchte Eigentumswohnungen;4102;2009_2;52;96,1585003
gebrauchte Eigentumswohnungen;4102;2009_3;64;98,05161786
gebrauchte Eigentumswohnungen;4102;2009_4;50;98,70458193
