Immobilienart;Region;Zeitabschnitt;Anzahl_Mittel;Index_final
gebrauchte Eigenheime;4106;2010_2;242;100,1147185
gebrauchte Eigenheime;4106;2010_3;234,6666667;100,8742006
gebrauchte Eigenheime;4106;2010_4;272,3333333;101,7404691
gebrauchte Eigenheime;4106;2011_1;152;103,7186896
gebrauchte Eigenheime;4106;2011_2;197,5;105,1930652
gebrauchte Eigenheime;4106;2011_3;212,5;104,9599663
gebrauchte Eigenheime;4106;2011_4;225;105,6601091
gebrauchte Eigenheime;4106;2012_1;213,5;107,5411637
gebrauchte Eigenheime;4106;2012_2;227;109,6237634
gebrauchte Eigenheime;4106;2012_3;274,5;111,5876122
gebrauchte Eigenheime;4106;2012_4;249;112,9024345
gebrauchte Eigenheime;4106;2013_1;217;114,1403477
gebrauchte Eigenheime;4106;2013_2;269;116,418939
gebrauchte Eigenheime;4106;2013_3;236;117,0704384
gebrauchte Eigenheime;4106;2013_4;304,5;116,4298348
gebrauchte Eigenheime;4106;2014_1;189,5;118,7626803
gebrauchte Eigenheime;4106;2014_2;209;121,6098078
gebrauchte Eigenheime;4106;2014_3;226;120,6156609
gebrauchte Eigenheime;4106;2014_4;235;119,6271556
gebrauchte Eigenheime;4106;2015_1;221,5;120,390701
gebrauchte Eigenheime;4106;2015_2;239,5;122,30593
gebrauchte Eigenheime;4106;2015_3;241;123,5036418
gebrauchte Eigenheime;4106;2015_4;306,5;124,607841
gebrauchte Eigenheime;4106;2016_1;228;128,1497532
gebrauchte Eigenheime;4106;2016_2;251;132,3424572
gebrauchte Eigenheime;4106;2016_3;246;134,0042591
gebrauchte Eigenheime;4106;2016_4;232;135,856626
gebrauchte Eigenheime;4106;2017_1;184;137,0511403
gebrauchte Eigenheime;4106;2017_2;236;137,1504779
gebrauchte Eigenheime;4106;2017_3;250;138,8674396
gebrauchte Eigenheime;4106;2017_4;276;139,3829858
gebrauchte Eigenheime;4106;2018_1;245;139,6925657
gebrauchte Eigenheime;4106;2018_2;248;141,5566774
gebrauchte Eigenheime;4106;2018_3;298;144,7345219
gebrauchte Eigenheime;4106;2018_4;255;
gebrauchte Eigenheime;4106;2019_1;;
gebrauchte Eigenheime;4106;2019_2;;
gebrauchte Eigenheime;4106;2019_3;;
gebrauchte Eigenheime;4106;2019_4;;
gebrauchte Eigenheime;4106;2020_1;;
gebrauchte Eigenheime;4106;2020_2;;
gebrauchte Eigenheime;4106;2020_3;;
gebrauchte Eigenheime;4106;2020_4;;
gebrauchte Eigenheime;4106;2021_1;;
gebrauchte Eigenheime;4106;2021_2;;
gebrauchte Eigenheime;4106;2021_3;;
gebrauchte Eigenheime;4106;2021_4;;
gebrauchte Eigenheime;4107;2000_1;92;
gebrauchte Eigenheime;4107;2000_2;99;122,7829239
gebrauchte Eigenheime;4107;2000_3;94;124,1636775
gebrauchte Eigenheime;4107;2000_4;97;123,5600026
gebrauchte Eigenheime;4107;2001_1;100;121,580318
gebrauchte Eigenheime;4107;2001_2;91;116,6404413
gebrauchte Eigenheime;4107;2001_3;78;115,74482
gebrauchte Eigenheime;4107;2001_4;89;117,9437641
gebrauchte Eigenheime;4107;2002_1;70;117,6391279
gebrauchte Eigenheime;4107;2002_2;123;117,1297219
gebrauchte Eigenheime;4107;2002_3;105;115,2505195
gebrauchte Eigenheime;4107;2002_4;142;112,6538387
gebrauchte Eigenheime;4107;2003_1;74;113,2733968
gebrauchte Eigenheime;4107;2003_2;97;115,0406529
gebrauchte Eigenheime;4107;2003_3;102;113,4159947
gebrauchte Eigenheime;4107;2003_4;108;112,7160826
gebrauchte Eigenheime;4107;2004_1;50;109,338561
gebrauchte Eigenheime;4107;2004_2;86;103,165664
gebrauchte Eigenheime;4107;2004_3;110;102,9256513
gebrauchte Eigenheime;4107;2004_4;146;102,7201226
gebrauchte Eigenheime;4107;2005_1;54,5;102,6195725
gebrauchte Eigenheime;4107;2005_2;79;106,3144562
gebrauchte Eigenheime;4107;2005_3;88,5;108,3724731
gebrauchte Eigenheime;4107;2005_4;181;108,8575223
gebrauchte Eigenheime;4107;2006_1;44;107,3304319
gebrauchte Eigenheime;4107;2006_2;71,5;99,44290529
gebrauchte Eigenheime;4107;2006_3;75,5;97,87749409
gebrauchte Eigenheime;4107;2006_4;89;101,3374017
gebrauchte Eigenheime;4107;2007_1;83,5;102,5791661
gebrauchte Eigenheime;4107;2007_2;100;100,4069218
gebrauchte Eigenheime;4107;2007_3;109;98,15541802
gebrauchte Eigenheime;4107;2007_4;91,5;97,40188148
gebrauchte Eigenheime;4107;2008_1;73,5;97,453693
gebrauchte Eigenheime;4107;2008_2;111;96,06967371
gebrauchte Eigenheime;4107;2008_3;85,5;95,3732409
gebrauchte Eigenheime;4107;2008_4;70;96,16782187
gebrauchte Eigenheime;4107;2009_1;49,5;95,17476177
gebrauchte Eigenheime;4107;2009_2;77;96,45468033
gebrauchte Eigenheime;4107;2009_3;84,5;97,9585343
gebrauchte Eigenheime;4107;2009_4;73,5;96,48887976
gebrauchte Eigenheime;4107;2010_1;53,66666667;100
gebrauchte Eigenheime;4107;2010_2;72,66666667;105,9895329
gebrauchte Eigenheime;4107;2010_3;91,33333333;104,6900115
gebrauchte Eigenheime;4107;2010_4;96,33333333;103,5013813
gebrauchte Eigenheime;4107;2011_1;66,5;104,1404857
gebrauchte Eigenheime;4107;2011_2;110;103,6739933
gebrauchte Eigenheime;4107;2011_3;109,5;102,6135083
gebrauchte Eigenheime;4107;2011_4;77,5;100,2236437
gebrauchte Eigenheime;4107;2012_1;89,5;100,919631
gebrauchte Eigenheime;4107;2012_2;81;104,0774471
gebrauchte Eigenheime;4107;2012_3;103;104,4834744
gebrauchte Eigenheime;4107;2012_4;91;104,1516086
gebrauchte Eigenheime;4107;2013_1;72;105,85645
gebrauchte Eigenheime;4107;2013_2;87,5;110,9143552
gebrauchte Eigenheime;4107;2013_3;105;113,5241505
gebrauchte Eigenheime;4107;2013_4;90;111,1108649
gebrauchte Eigenheime;4107;2014_1;71;109,5967145
gebrauchte Eigenheime;4107;2014_2;84;111,3629576
gebrauchte Eigenheime;4107;2014_3;96,5;110,1905648
gebrauchte Eigenheime;4107;2014_4;83,5;110,7293073
gebrauchte Eigenheime;4107;2015_1;80;117,9404392
gebrauchte Eigenheime;4107;2015_2;112,5;123,0302725
gebrauchte Eigenheime;4107;2015_3;96;121,7271622
gebrauchte Eigenheime;4107;2015_4;120,5;118,6729542
gebrauchte Eigenheime;4107;2016_1;126;119,3998385
gebrauchte Eigenheime;4107;2016_2;127;122,9725217
gebrauchte Eigenheime;4107;2016_3;125;126,3978681
gebrauchte Eigenheime;4107;2016_4;98;126,312417
gebrauchte Eigenheime;4107;2017_1;72;127,0491073
gebrauchte Eigenheime;4107;2017_2;86;129,5342104
gebrauchte Eigenheime;4107;2017_3;128;131,4596162
gebrauchte Eigenheime;4107;2017_4;102;133,2092143
gebrauchte Eigenheime;4107;2018_1;103;132,930305
gebrauchte Eigenheime;4107;2018_2;134;133,9285758
gebrauchte Eigenheime;4107;2018_3;140;137,5541136
gebrauchte Eigenheime;4107;2018_4;98;
gebrauchte Eigenheime;4107;2019_1;;
gebrauchte Eigenheime;4107;2019_2;;
gebrauchte Eigenheime;4107;2019_3;;
gebrauchte Eigenheime;4107;2019_4;;
gebrauchte Eigenheime;4107;2020_1;;
gebrauchte Eigenheime;4107;2020_2;;
gebrauchte Eigenheime;4107;2020_3;;
gebrauchte Eigenheime;4107;2020_4;;
gebrauchte Eigenheime;4107;2021_1;;
gebrauchte Eigenheime;4107;2021_2;;
gebrauchte Eigenheime;4107;2021_3;;
gebrauchte Eigenheime;4107;2021_4;;
gebrauchte Eigenheime;4108;2000_1;394;
gebrauchte Eigenheime;4108;2000_2;380;118,6157987
gebrauchte Eigenheime;4108;2000_3;397;117,3651758
gebrauchte Eigenheime;4108;2000_4;396;115,5829162
gebrauchte Eigenheime;4108;2001_1;446;114,6001681
gebrauchte Eigenheime;4108;2001_2;467;113,7958961
gebrauchte Eigenheime;4108;2001_3;436;111,8413305
gebrauchte Eigenheime;4108;2001_4;442;109,423358
gebrauchte Eigenheime;4108;2002_1;455;107,9281699
gebrauchte Eigenheime;4108;2002_2;436;107,3532564
gebrauchte Eigenheime;4108;2002_3;402;106,9993935
gebrauchte Eigenheime;4108;2002_4;617;106,5015187
gebrauchte Eigenheime;4108;2003_1;325;106,3561161
gebrauchte Eigenheime;4108;2003_2;468;106,5838855
gebrauchte Eigenheime;4108;2003_3;547;106,5728186
gebrauchte Eigenheime;4108;2003_4;598;106,3067392
gebrauchte Eigenheime;4108;2004_1;244;105,8925805
gebrauchte Eigenheime;4108;2004_2;419;105,3712996
gebrauchte Eigenheime;4108;2004_3;431;103,7024893
gebrauchte Eigenheime;4108;2004_4;483;102,0297312
gebrauchte Eigenheime;4108;2005_1;332;102,3596318
gebrauchte Eigenheime;4108;2005_2;484;103,4437852
gebrauchte Eigenheime;4108;2005_3;382;103,3191558
gebrauchte Eigenheime;4108;2005_4;671;102,9327508
gebrauchte Eigenheime;4108;2006_1;198,5;102,6406526
gebrauchte Eigenheime;4108;2006_2;319,5;101,1984188
gebrauchte Eigenheime;4108;2006_3;316;99,92924414
gebrauchte Eigenheime;4108;2006_4;400,5;99,59339845
gebrauchte Eigenheime;4108;2007_1;382;99,47833342
gebrauchte Eigenheime;4108;2007_2;429;99,91125256
gebrauchte Eigenheime;4108;2007_3;424,5;99,93853766
gebrauchte Eigenheime;4108;2007_4;456;99,049794
gebrauchte Eigenheime;4108;2008_1;410,5;99,1153539
gebrauchte Eigenheime;4108;2008_2;506;99,43244184
gebrauchte Eigenheime;4108;2008_3;351,5;99,12019159
gebrauchte Eigenheime;4108;2008_4;481;98,51652986
gebrauchte Eigenheime;4108;2009_1;394,5;97,78162941
gebrauchte Eigenheime;4108;2009_2;476;97,96219134
gebrauchte Eigenheime;4108;2009_3;545,5;98,72133063
gebrauchte Eigenheime;4108;2009_4;439,5;99,08249348
gebrauchte Eigenheime;4108;2010_1;411,6666667;100
gebrauchte Eigenheime;4108;2010_2;584;101,4560972
gebrauchte Eigenheime;4108;2010_3;654,3333333;102,2666905
gebrauchte Eigenheime;4108;2010_4;717,6666667;102,6460509
gebrauchte Eigenheime;4108;2011_1;389,5;103,8149547
gebrauchte Eigenheime;4108;2011_2;582,5;105,2705554
gebrauchte Eigenheime;4108;2011_3;533;105,3970491
gebrauchte Eigenheime;4108;2011_4;550;106,1664235
gebrauchte Eigenheime;4108;2012_1;436;108,4269704
gebrauchte Eigenheime;4108;2012_2;533;110,440849
gebrauchte Eigenheime;4108;2012_3;474,5;112,6423961
gebrauchte Eigenheime;4108;2012_4;446,5;114,9515175
gebrauchte Eigenheime;4108;2013_1;426,5;116,0030518
gebrauchte Eigenheime;4108;2013_2;441,5;117,3565288
gebrauchte Eigenheime;4108;2013_3;495,5;119,8322275
gebrauchte Eigenheime;4108;2013_4;543,5;122,0108149
gebrauchte Eigenheime;4108;2014_1;349;122,9366828
gebrauchte Eigenheime;4108;2014_2;506,5;123,9384797
gebrauchte Eigenheime;4108;2014_3;498;125,9310214
gebrauchte Eigenheime;4108;2014_4;502,5;127,4134081
gebrauchte Eigenheime;4108;2015_1;485;129,6929517
gebrauchte Eigenheime;4108;2015_2;543;132,6994271
gebrauchte Eigenheime;4108;2015_3;492;135,2171847
gebrauchte Eigenheime;4108;2015_4;527,5;137,876821
gebrauchte Eigenheime;4108;2016_1;571;140,0970707
gebrauchte Eigenheime;4108;2016_2;568;143,4133871
gebrauchte Eigenheime;4108;2016_3;559;147,4442159
gebrauchte Eigenheime;4108;2016_4;531;149,2096191
gebrauchte Eigenheime;4108;2017_1;508;148,9444729
gebrauchte Eigenheime;4108;2017_2;532;150,2784467
gebrauchte Eigenheime;4108;2017_3;593;155,0078794
gebrauchte Eigenheime;4108;2017_4;541;154,7232322
gebrauchte Eigenheime;4108;2018_1;453;153,6354682
gebrauchte Eigenheime;4108;2018_2;538;156,4560241
gebrauchte Eigenheime;4108;2018_3;619;159,3367956
gebrauchte Eigenheime;4108;2018_4;482;
gebrauchte Eigenheime;4108;2019_1;;
gebrauchte Eigenheime;4108;2019_2;;
gebrauchte Eigenheime;4108;2019_3;;
gebrauchte Eigenheime;4108;2019_4;;
gebrauchte Eigenheime;4108;2020_1;;
gebrauchte Eigenheime;4108;2020_2;;
gebrauchte Eigenheime;4108;2020_3;;
gebrauchte Eigenheime;4108;2020_4;;
gebrauchte Eigenheime;4108;2021_1;;
gebrauchte Eigenheime;4108;2021_2;;
gebrauchte Eigenheime;4108;2021_3;;
gebrauchte Eigenheime;4108;2021_4;;
gebrauchte Eigenheime;4109;2000_1;531;
gebrauchte Eigenheime;4109;2000_2;550;134,8172222
gebrauchte Eigenheime;4109;2000_3;552;133,5639011
gebrauchte Eigenheime;4109;2000_4;526;132,7461063
gebrauchte Eigenheime;4109;2001_1;509;130,0632904
gebrauchte Eigenheime;4109;2001_2;568;127,2424529
gebrauchte Eigenheime;4109;2001_3;623;126,9941106
gebrauchte Eigenheime;4109;2001_4;534;126,7655483
gebrauchte Eigenheime;4109;2002_1;528;124,9535369
gebrauchte Eigenheime;4109;2002_2;546;123,8519179
gebrauchte Eigenheime;4109;2002_3;556;122,5220546
gebrauchte Eigenheime;4109;2002_4;848;121,0022582
gebrauchte Eigenheime;4109;2003_1;376;119,3902404
gebrauchte Eigenheime;4109;2003_2;570;118,6449192
gebrauchte Eigenheime;4109;2003_3;659;118,4839307
gebrauchte Eigenheime;4109;2003_4;777;117,0858485
gebrauchte Eigenheime;4109;2004_1;363;115,7780127
gebrauchte Eigenheime;4109;2004_2;518;115,3553018
gebrauchte Eigenheime;4109;2004_3;604;113,6032305
gebrauchte Eigenheime;4109;2004_4;699;111,8331245
gebrauchte Eigenheime;4109;2005_1;381,5;112,0474534
gebrauchte Eigenheime;4109;2005_2;501,5;112,5460373
gebrauchte Eigenheime;4109;2005_3;644;111,9487797
gebrauchte Eigenheime;4109;2005_4;935,5;111,7872448
gebrauchte Eigenheime;4109;2006_1;312;111,3450272
gebrauchte Eigenheime;4109;2006_2;450,5;109,1923811
gebrauchte Eigenheime;4109;2006_3;539,5;107,680104
gebrauchte Eigenheime;4109;2006_4;543,5;106,8125898
gebrauchte Eigenheime;4109;2007_1;525;106,1796997
gebrauchte Eigenheime;4109;2007_2;538,5;106,1458235
gebrauchte Eigenheime;4109;2007_3;591,5;106,1994109
gebrauchte Eigenheime;4109;2007_4;534;105,7152637
gebrauchte Eigenheime;4109;2008_1;538,5;104,9517805
gebrauchte Eigenheime;4109;2008_2;620,5;103,7881264
gebrauchte Eigenheime;4109;2008_3;604;102,2353074
gebrauchte Eigenheime;4109;2008_4;499,5;101,3796685
gebrauchte Eigenheime;4109;2009_1;460;101,9470869
gebrauchte Eigenheime;4109;2009_2;509;102,4269721
gebrauchte Eigenheime;4109;2009_3;575;101,969647
gebrauchte Eigenheime;4109;2009_4;501,5;101,2118141
gebrauchte Eigenheime;4109;2010_1;506,3333333;100
gebrauchte Eigenheime;4109;2010_2;611;99,4717413
gebrauchte Eigenheime;4109;2010_3;718,3333333;100,2652397
gebrauchte Eigenheime;4109;2010_4;687;100,716964
gebrauchte Eigenheime;4109;2011_1;463;101,2313186
gebrauchte Eigenheime;4109;2011_2;655,5;102,4215419
gebrauchte Eigenheime;4109;2011_3;643;102,1168872
gebrauchte Eigenheime;4109;2011_4;603,5;102,0497857
gebrauchte Eigenheime;4109;2012_1;595;103,7033162
gebrauchte Eigenheime;4109;2012_2;686;104,4538386
gebrauchte Eigenheime;4109;2012_3;697,5;104,6067685
gebrauchte Eigenheime;4109;2012_4;591,5;105,1209583
gebrauchte Eigenheime;4109;2013_1;643;106,9010939
gebrauchte Eigenheime;4109;2013_2;681;109,3475543
gebrauchte Eigenheime;4109;2013_3;696;109,5843377
gebrauchte Eigenheime;4109;2013_4;610,5;109,3526383
gebrauchte Eigenheime;4109;2014_1;574,5;110,592804
gebrauchte Eigenheime;4109;2014_2;644;110,585914
gebrauchte Eigenheime;4109;2014_3;702,5;110,1057017
gebrauchte Eigenheime;4109;2014_4;563,5;111,8856672
gebrauchte Eigenheime;4109;2015_1;682,5;114,995411
gebrauchte Eigenheime;4109;2015_2;686,5;116,9256887
gebrauchte Eigenheime;4109;2015_3;657;118,1044399
gebrauchte Eigenheime;4109;2015_4;658;118,8363485
gebrauchte Eigenheime;4109;2016_1;600;120,5242597
gebrauchte Eigenheime;4109;2016_2;682;123,5261569
gebrauchte Eigenheime;4109;2016_3;699;124,8415144
gebrauchte Eigenheime;4109;2016_4;552;126,4863683
gebrauchte Eigenheime;4109;2017_1;687;128,4245501
gebrauchte Eigenheime;4109;2017_2;665;132,8664481
gebrauchte Eigenheime;4109;2017_3;709;134,9758581
gebrauchte Eigenheime;4109;2017_4;588;137,859092
gebrauchte Eigenheime;4109;2018_1;644;138,3090469
gebrauchte Eigenheime;4109;2018_2;689;143,6823944
gebrauchte Eigenheime;4109;2018_3;738;146,6650402
gebrauchte Eigenheime;4109;2018_4;387;
gebrauchte Eigenheime;4109;2019_1;;
gebrauchte Eigenheime;4109;2019_2;;
gebrauchte Eigenheime;4109;2019_3;;
gebrauchte Eigenheime;4109;2019_4;;
gebrauchte Eigenheime;4109;2020_1;;
gebrauchte Eigenheime;4109;2020_2;;
gebrauchte Eigenheime;4109;2020_3;;
gebrauchte Eigenheime;4109;2020_4;;
gebrauchte Eigenheime;4109;2021_1;;
gebrauchte Eigenheime;4109;2021_2;;
gebrauchte Eigenheime;4109;2021_3;;
gebrauchte Eigenheime;4109;2021_4;;
gebrauchte Eigenheime;4201;2000_1;55;
gebrauchte Eigenheime;4201;2000_2;67;106,0750243
gebrauchte Eigenheime;4201;2000_3;61;104,1386551
gebrauchte Eigenheime;4201;2000_4;52;101,7275628
gebrauchte Eigenheime;4201;2001_1;63;100,1133004
gebrauchte Eigenheime;4201;2001_2;54;99,794196
gebrauchte Eigenheime;4201;2001_3;61;99,78924532
gebrauchte Eigenheime;4201;2001_4;49;100,7916151
gebrauchte Eigenheime;4201;2002_1;66;100,6585564
gebrauchte Eigenheime;4201;2002_2;49;97,84710544
gebrauchte Eigenheime;4201;2002_3;62;95,00432638
gebrauchte Eigenheime;4201;2002_4;104;95,1371996
gebrauchte Eigenheime;4201;2003_1;63;97,81108549
gebrauchte Eigenheime;4201;2003_2;78;100,7173346
gebrauchte Eigenheime;4201;2003_3;69;100,2712752
gebrauchte Eigenheime;4201;2003_4;103;98,16197638
gebrauchte Eigenheime;4201;2004_1;40;95,380263
gebrauchte Eigenheime;4201;2004_2;62;95,16822719
gebrauchte Eigenheime;4201;2004_3;70;96,83988978
gebrauchte Eigenheime;4201;2004_4;101;96,54405814
gebrauchte Eigenheime;4201;2005_1;74;95,33953119
gebrauchte Eigenheime;4201;2005_2;62;95,15378467
gebrauchte Eigenheime;4201;2005_3;73,5;96,27056933
gebrauchte Eigenheime;4201;2005_4;136,5;95,63115442
gebrauchte Eigenheime;4201;2006_1;24;95,003462
gebrauchte Eigenheime;4201;2006_2;51,5;97,74118956
gebrauchte Eigenheime;4201;2006_3;56;98,84762614
gebrauchte Eigenheime;4201;2006_4;80,5;98,78956829
gebrauchte Eigenheime;4201;2007_1;64,5;98,42190428
gebrauchte Eigenheime;4201;2007_2;53;97,91408681
gebrauchte Eigenheime;4201;2007_3;38,5;99,27946981
gebrauchte Eigenheime;4201;2007_4;63,5;100,7125166
gebrauchte Eigenheime;4201;2008_1;80;99,30022183
gebrauchte Eigenheime;4201;2008_2;71,5;97,89276653
gebrauchte Eigenheime;4201;2008_3;105;96,59263935
gebrauchte Eigenheime;4201;2008_4;95;94,46229266
gebrauchte Eigenheime;4201;2009_1;104;94,04210936
gebrauchte Eigenheime;4201;2009_2;118;95,61366935
gebrauchte Eigenheime;4201;2009_3;107,5;97,29990747
gebrauchte Eigenheime;4201;2009_4;107,5;98,04513035
gebrauchte Eigenheime;4201;2010_1;89,66666667;100
gebrauchte Eigenheime;4201;2010_2;126;102,3025629
gebrauchte Eigenheime;4201;2010_3;143;101,8995245
gebrauchte Eigenheime;4201;2010_4;149,6666667;101,0672067
gebrauchte Eigenheime;4201;2011_1;70;102,3535415
gebrauchte Eigenheime;4201;2011_2;122;105,9002042
gebrauchte Eigenheime;4201;2011_3;86;107,6872743
gebrauchte Eigenheime;4201;2011_4;107,5;108,8377415
gebrauchte Eigenheime;4201;2012_1;116;110,8123317
gebrauchte Eigenheime;4201;2012_2;95;112,4228833
gebrauchte Eigenheime;4201;2012_3;98;115,5520999
gebrauchte Eigenheime;4201;2012_4;85,5;119,0364328
gebrauchte Eigenheime;4201;2013_1;99,5;119,1830166
gebrauchte Eigenheime;4201;2013_2;102;117,2752132
gebrauchte Eigenheime;4201;2013_3;84;116,020579
gebrauchte Eigenheime;4201;2013_4;82,5;115,6113106
gebrauchte Eigenheime;4201;2014_1;81;114,0402769
gebrauchte Eigenheime;4201;2014_2;78,5;114,1694644
gebrauchte Eigenheime;4201;2014_3;75,5;118,1704218
gebrauchte Eigenheime;4201;2014_4;78;121,3869966
gebrauchte Eigenheime;4201;2015_1;70,5;122,3950112
gebrauchte Eigenheime;4201;2015_2;69;122,2451301
gebrauchte Eigenheime;4201;2015_3;94;123,9928122
gebrauchte Eigenheime;4201;2015_4;86,5;127,9181932
gebrauchte Eigenheime;4201;2016_1;83;127,7187508
gebrauchte Eigenheime;4201;2016_2;91;127,5380059
gebrauchte Eigenheime;4201;2016_3;118;131,3926925
gebrauchte Eigenheime;4201;2016_4;91;131,2974285
gebrauchte Eigenheime;4201;2017_1;60;125,9584266
gebrauchte Eigenheime;4201;2017_2;92;125,5294271
gebrauchte Eigenheime;4201;2017_3;74;129,2975736
gebrauchte Eigenheime;4201;2017_4;78;129,6598933
gebrauchte Eigenheime;4201;2018_1;78;132,4825991
gebrauchte Eigenheime;4201;2018_2;67;133,3950064
gebrauchte Eigenheime;4201;2018_3;82;133,3442125
gebrauchte Eigenheime;4201;2018_4;64;
gebrauchte Eigenheime;4201;2019_1;;
gebrauchte Eigenheime;4201;2019_2;;
gebrauchte Eigenheime;4201;2019_3;;
gebrauchte Eigenheime;4201;2019_4;;
gebrauchte Eigenheime;4201;2020_1;;
gebrauchte Eigenheime;4201;2020_2;;
gebrauchte Eigenheime;4201;2020_3;;
gebrauchte Eigenheime;4201;2020_4;;
gebrauchte Eigenheime;4201;2021_1;;
gebrauchte Eigenheime;4201;2021_2;;
gebrauchte Eigenheime;4201;2021_3;;
gebrauchte Eigenheime;4201;2021_4;;
gebrauchte Eigenheime;4203;2000_1;46;
gebrauchte Eigenheime;4203;2000_2;62;134,559658
gebrauchte Eigenheime;4203;2000_3;54;135,6182531
gebrauchte Eigenheime;4203;2000_4;35;137,2007794
gebrauchte Eigenheime;4203;2001_1;46;135,8887063
gebrauchte Eigenheime;4203;2001_2;48;136,4298644
gebrauchte Eigenheime;4203;2001_3;57;132,2612064
gebrauchte Eigenheime;4203;2001_4;33;124,1133597
gebrauchte Eigenheime;4203;2002_1;50;127,072085
gebrauchte Eigenheime;4203;2002_2;66;130,7148142
gebrauchte Eigenheime;4203;2002_3;51;126,6069786
gebrauchte Eigenheime;4203;2002_4;60;122,135206
gebrauchte Eigenheime;4203;2003_1;53;123,8056936
gebrauchte Eigenheime;4203;2003_2;50;125,811322
gebrauchte Eigenheime;4203;2003_3;29;123,7515028
gebrauchte Eigenheime;4203;2003_4;95;123,2922851
gebrauchte Eigenheime;4203;2004_1;28;123,5659729
gebrauchte Eigenheime;4203;2004_2;35;122,5755338
gebrauchte Eigenheime;4203;2004_3;45;124,9749548
gebrauchte Eigenheime;4203;2004_4;67;127,0108748
gebrauchte Eigenheime;4203;2005_1;29,5;126,9640133
gebrauchte Eigenheime;4203;2005_2;36,5;127,3843451
gebrauchte Eigenheime;4203;2005_3;51,5;125,3140585
gebrauchte Eigenheime;4203;2005_4;106,5;122,998792
gebrauchte Eigenheime;4203;2006_1;32,5;121,604862
gebrauchte Eigenheime;4203;2006_2;37;120,1543228
gebrauchte Eigenheime;4203;2006_3;31;118,274915
gebrauchte Eigenheime;4203;2006_4;63,5;115,2660682
gebrauchte Eigenheime;4203;2007_1;39,5;112,447735
gebrauchte Eigenheime;4203;2007_2;69;111,0408209
gebrauchte Eigenheime;4203;2007_3;46;108,4653854
gebrauchte Eigenheime;4203;2007_4;47,5;106,4344759
gebrauchte Eigenheime;4203;2008_1;50,5;108,0838658
gebrauchte Eigenheime;4203;2008_2;50,5;107,9414267
gebrauchte Eigenheime;4203;2008_3;43;104,7307328
gebrauchte Eigenheime;4203;2008_4;45,5;102,1535126
gebrauchte Eigenheime;4203;2009_1;54,5;102,2989705
gebrauchte Eigenheime;4203;2009_2;65,5;103,4800989
gebrauchte Eigenheime;4203;2009_3;72;102,2050152
gebrauchte Eigenheime;4203;2009_4;63;99,00471747
gebrauchte Eigenheime;4203;2010_1;64;100
gebrauchte Eigenheime;4203;2010_2;86,66666667;101,8259823
gebrauchte Eigenheime;4203;2010_3;104;101,3727626
gebrauchte Eigenheime;4203;2010_4;99,66666667;102,0392983
gebrauchte Eigenheime;4203;2011_1;65,5;106,5771972
gebrauchte Eigenheime;4203;2011_2;101,5;111,6634059
gebrauchte Eigenheime;4203;2011_3;88,5;112,586781
gebrauchte Eigenheime;4203;2011_4;81;111,4065012
gebrauchte Eigenheime;4203;2012_1;60;113,1250046
gebrauchte Eigenheime;4203;2012_2;66;118,6729057
gebrauchte Eigenheime;4203;2012_3;81;120,5519667
gebrauchte Eigenheime;4203;2012_4;81;120,9569818
gebrauchte Eigenheime;4203;2013_1;60;122,8025171
gebrauchte Eigenheime;4203;2013_2;66,5;124,5529835
gebrauchte Eigenheime;4203;2013_3;56,5;126,7376938
gebrauchte Eigenheime;4203;2013_4;72;127,4533942
gebrauchte Eigenheime;4203;2014_1;47;128,6868036
gebrauchte Eigenheime;4203;2014_2;58;130,9409571
gebrauchte Eigenheime;4203;2014_3;61,5;129,5986936
gebrauchte Eigenheime;4203;2014_4;46;129,1128663
gebrauchte Eigenheime;4203;2015_1;50;132,6231095
gebrauchte Eigenheime;4203;2015_2;59;135,2998395
gebrauchte Eigenheime;4203;2015_3;55,5;136,4688453
gebrauchte Eigenheime;4203;2015_4;50;137,1516648
gebrauchte Eigenheime;4203;2016_1;33;139,6131765
gebrauchte Eigenheime;4203;2016_2;30;144,209293
gebrauchte Eigenheime;4203;2016_3;22;144,5144786
gebrauchte Eigenheime;4203;2016_4;38;143,8607062
gebrauchte Eigenheime;4203;2017_1;29;137,4706738
gebrauchte Eigenheime;4203;2017_2;35;134,6481505
gebrauchte Eigenheime;4203;2017_3;49;137,866763
gebrauchte Eigenheime;4203;2017_4;29;141,4054669
gebrauchte Eigenheime;4203;2018_1;46;150,6477357
gebrauchte Eigenheime;4203;2018_2;40;152,5393587
gebrauchte Eigenheime;4203;2018_3;51;155,3648467
gebrauchte Eigenheime;4203;2018_4;25;
gebrauchte Eigenheime;4203;2019_1;;
gebrauchte Eigenheime;4203;2019_2;;
gebrauchte Eigenheime;4203;2019_3;;
gebrauchte Eigenheime;4203;2019_4;;
gebrauchte Eigenheime;4203;2020_1;;
gebrauchte Eigenheime;4203;2020_2;;
gebrauchte Eigenheime;4203;2020_3;;
gebrauchte Eigenheime;4203;2020_4;;
gebrauchte Eigenheime;4203;2021_1;;
gebrauchte Eigenheime;4203;2021_2;;
gebrauchte Eigenheime;4203;2021_3;;
gebrauchte Eigenheime;4203;2021_4;;
gebrauchte Eigenheime;4204;2000_1;8;
gebrauchte Eigenheime;4204;2000_2;13;118,3081479
gebrauchte Eigenheime;4204;2000_3;8;111,3984967
